multiplier1,multiplier2,product,stdev,text,timestamp,type_a,type_b,player,number,stat,game_start,mult1,mult2
1.81,1.81,3.2761,0.0,Sam Darnold14.5Rush YdsCHI@MINSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.81,1.81,3.2761,0.0,C.J. Stroud8.5Rush YdsHOU@TENSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.81,1.81,3.2761,0.0,B. Mayfield13.5Rush YdsNYG@TBSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.81,1.81,3.2761,0.0,Bucky Irving51.5Rush YdsNYG@TBSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.81,1.81,3.2761,0.0,J. Daniels41.5Rush YdsWAS@DALSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.81,1.81,3.2761,0.0,Audric Estime33.5Rush YdsLV@DENSun 4PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.81,1.81,3.2761,0.0,Derrick Henry88.5Rush YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.81,1.81,3.2761,0.0,J. Herbert18.5Rush YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.79,1.79,3.2041,0.0,K. Walker III64.5Rush YdsSEA@ARISun 4PM1.79x1.79x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.77,1.77,3.1329,0.0,Jahmyr Gibbs68.5Rush YdsIND@DETSun 1PM1.77x1.77x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.77,1.77,3.1329,0.0,J. Taylor70.5Rush YdsIND@DETSun 1PM1.77x1.77x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.77,1.77,3.1329,0.0,Josh Jacobs70.5Rush YdsGB@SFSun 4PM1.77x1.77x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
1.77,1.77,3.1329,0.0,1.77x1.77x,2024-11-21 23:46:47,NFL,Rush Yds,,,,,,
2.34,1.46,3.4164,0.62225,G. Minshew1.5Rsh AttLV@DENSun 4PM2.34x1.46x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
2.25,1.5,3.375,0.53033,C.J. Stroud2.5Rsh AttHOU@TENSun 1PM2.25x1.5x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.97,1.69,3.3293,0.19799,Tommy DeVito4.5Rsh AttNYG@TBSun 1PM1.97x1.69x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.97,1.69,3.3293,0.19799,J. Daniels7.5Rsh AttWAS@DALSun 1PM1.97x1.69x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.73,1.92,3.3216,0.13435,Aaron Jones15.5Rsh AttCHI@MINSun 1PM1.73x1.92x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
2.16,1.53,3.3048,0.44548,T. Tagovailoa1.5Rsh AttMIA@NESun 1PM2.16x1.53x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.72,1.92,3.3024,0.14142,B. Robinson16.5Rsh AttWAS@DALSun 1PM1.72x1.92x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.71,1.93,3.3003,0.15556,Bryce Young3.5Rsh AttCAR@KCSun 1PM1.71x1.93x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.93,1.71,3.3003,0.15556,P. Mahomes3.5Rsh AttCAR@KCSun 1PM1.93x1.71x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.93,1.71,3.3003,0.15556,De'Von Achane14.5Rsh AttMIA@NESun 1PM1.93x1.71x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.82,1.81,3.2942,0.00707,Joe Mixon21.5Rsh AttHOU@TENSun 1PM1.82x1.81x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.85,1.78,3.293,0.0495,Will Levis4.5Rsh AttHOU@TENSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.85,1.78,3.293,0.0495,Rico Dowdle12.5Rsh AttWAS@DALSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.85,1.78,3.293,0.0495,Bo Nix5.5Rsh AttLV@DENSun 4PM1.85x1.78x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.78,1.85,3.293,0.0495,S. Barkley20.5Rsh AttLAR@PHISun 8PM1.78x1.85x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.78,1.85,3.293,0.0495,Lamar Jackson7.5Rsh AttLAC@BALMon 8PM1.78x1.85x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.87,1.76,3.2912,0.07778,J. Williams9.5Rsh AttLV@DENSun 4PM1.87x1.76x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.88,1.75,3.29,0.09192,Kareem Hunt17.5Rsh AttCAR@KCSun 1PM1.88x1.75x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.75,1.88,3.29,0.09192,R. Stevenson14.5Rsh AttMIA@NESun 1PM1.75x1.88x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.75,1.88,3.29,0.09192,Derrick Henry19.5Rsh AttLAC@BALMon 8PM1.75x1.88x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.81,1.81,3.2761,0.0,Jalen Hurts9.5Rsh AttLAR@PHISun 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.81,1.81,3.2761,0.0,K. Williams17.5Rsh AttLAR@PHISun 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rush Attempts,,,,,,
1.82,1.88,3.4216,0.04243,D. Douglas39.5Rec YdsMIA@NESun 1PM1.82x1.88x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,DJ Moore47.5Rec YdsCHI@MINSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Keenan Allen41.5Rec YdsCHI@MINSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Rome Odunze43.5Rec YdsCHI@MINSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,J. Jefferson82.5Rec YdsCHI@MINSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,J. Addison37.5Rec YdsCHI@MINSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,T. Hockenson34.5Rec YdsCHI@MINSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Joe Mixon17.5Rec YdsHOU@TENSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Nico Collins75.5Rec YdsHOU@TENSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Tank Dell50.5Rec YdsHOU@TENSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Calvin Ridley60.5Rec YdsHOU@TENSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,N. Westbrook-Ikhine32.5Rec YdsHOU@TENSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,C. Okonkwo17.5Rec YdsHOU@TENSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Tyreek Hill64.5Rec YdsMIA@NESun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Jaylen Waddle38.5Rec YdsMIA@NESun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Jonnu Smith40.5Rec YdsMIA@NESun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,K. Bourne27.5Rec YdsMIA@NESun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,K. Boutte31.5Rec YdsMIA@NESun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Hunter Henry43.5Rec YdsMIA@NESun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Austin Hooper22.5Rec YdsMIA@NESun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Malik Nabers58.5Rec YdsNYG@TBSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,W. Robinson35.5Rec YdsNYG@TBSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Austin Ekeler20.5Rec YdsWAS@DALSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Noah Brown36.5Rec YdsWAS@DALSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Zach Ertz32.5Rec YdsWAS@DALSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,CeeDee Lamb67.5Rec YdsWAS@DALSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Jakobi Meyers55.5Rec YdsLV@DENSun 4PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,C. Sutton58.5Rec YdsLV@DENSun 4PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,DK Metcalf66.5Rec YdsSEA@ARISun 4PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Tyler Lockett37.5Rec YdsSEA@ARISun 4PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,J. Smith-Njigba55.5Rec YdsSEA@ARISun 4PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Trey McBride52.5Rec YdsSEA@ARISun 4PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Cooper Kupp65.5Rec YdsLAR@PHISun 8PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.82,1.82,3.3124,0.0,Puka Nacua72.5Rec YdsLAR@PHISun 8PM1.82x1.82x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.85,1.78,3.293,0.0495,D. Hopkins43.5Rec YdsCAR@KCSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.78,1.85,3.293,0.0495,J. Smith-Schuster16.5Rec YdsCAR@KCSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.85,1.78,3.293,0.0495,Justin Watson12.5Rec YdsCAR@KCSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.85,1.78,3.293,0.0495,De'Von Achane34.5Rec YdsMIA@NESun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.78,1.85,3.293,0.0495,R. Stevenson14.5Rec YdsMIA@NESun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.78,1.85,3.293,0.0495,S. Shepard17.5Rec YdsNYG@TBSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.78,1.85,3.293,0.0495,Cade Otton49.5Rec YdsNYG@TBSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.85,1.78,3.293,0.0495,Devaughn Vele32.5Rec YdsLV@DENSun 4PM1.85x1.78x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.78,1.85,3.293,0.0495,Troy Franklin13.5Rec YdsLV@DENSun 4PM1.78x1.85x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.75,1.88,3.29,0.09192,M. Mims Jr.9.5Rec YdsLV@DENSun 4PM1.75x1.88x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Kareem Hunt7.5Rec YdsCAR@KCSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Xavier Worthy30.5Rec YdsCAR@KCSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Travis Kelce60.5Rec YdsCAR@KCSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Noah Gray16.5Rec YdsCAR@KCSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Cole Kmet23.5Rec YdsCHI@MINSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Aaron Jones15.5Rec YdsCHI@MINSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,D. Schultz26.5Rec YdsHOU@TENSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Rachaad White20.5Rec YdsNYG@TBSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Bucky Irving13.5Rec YdsNYG@TBSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Mike Evans55.5Rec YdsNYG@TBSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,J. McMillan21.5Rec YdsNYG@TBSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,T. McLaurin60.5Rec YdsWAS@DALSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Brock Bowers58.5Rec YdsLV@DENSun 4PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,J. Williams15.5Rec YdsLV@DENSun 4PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,L. Humphrey20.5Rec YdsLV@DENSun 4PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Adam Trautman8.5Rec YdsLV@DENSun 4PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,K. Walker III20.5Rec YdsSEA@ARISun 4PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,K. Williams14.5Rec YdsLAR@PHISun 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,D. Robinson26.5Rec YdsLAR@PHISun 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Derrick Henry4.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Zay Flowers57.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,R. Bateman36.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Mark Andrews33.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Isaiah Likely27.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,J.K. Dobbins14.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Ladd McConkey68.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Q. Johnston46.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Josh Palmer34.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.81,1.81,3.2761,0.0,Will Dissly41.5Rec YdsLAC@BALMon 8PM1.81x1.81x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.79,1.79,3.2041,0.0,A.J. Brown75.5Rec YdsLAR@PHISun 8PM1.79x1.79x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.77,1.77,3.1329,0.0,A. St. Brown75.5Rec YdsIND@DETSun 1PM1.77x1.77x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.77,1.77,3.1329,0.0,Josh Downs58.5Rec YdsIND@DETSun 1PM1.77x1.77x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.77,1.77,3.1329,0.0,Jayden Reed48.5Rec YdsGB@SFSun 4PM1.77x1.77x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.77,1.77,3.1329,0.0,M. Harrison Jr.54.5Rec YdsSEA@ARISun 4PM1.77x1.77x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.77,1.77,3.1329,0.0,1.77x1.77x,2024-11-21 23:46:47,NFL,Rec Yds,,,,,,
1.71,1.93,3.3003,0.15556,R. Stevenson13.5Rsh LngMIA@NESun 1PM1.71x1.93x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.93,1.71,3.3003,0.15556,Bucky Irving14.5Rsh LngNYG@TBSun 1PM1.93x1.71x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,P. Mahomes9.5Rsh LngCAR@KCSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,Kareem Hunt13.5Rsh LngCAR@KCSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,Sam Darnold8.5Rsh LngCHI@MINSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,Aaron Jones13.5Rsh LngCHI@MINSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,C.J. Stroud7.5Rsh LngHOU@TENSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,Joe Mixon17.5Rsh LngHOU@TENSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,Will Levis10.5Rsh LngHOU@TENSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,De'Von Achane15.5Rsh LngMIA@NESun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,Drake Maye12.5Rsh LngMIA@NESun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,Tommy DeVito11.5Rsh LngNYG@TBSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,B. Mayfield9.5Rsh LngNYG@TBSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,Rachaad White12.5Rsh LngNYG@TBSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,J. Daniels14.5Rsh LngWAS@DALSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,B. Robinson15.5Rsh LngWAS@DALSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,Austin Ekeler9.5Rsh LngWAS@DALSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.78,1.85,3.293,0.0495,K. Williams14.5Rsh LngLAR@PHISun 8PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,Lamar Jackson13.5Rsh LngLAC@BALMon 8PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,J. Herbert9.5Rsh LngLAC@BALMon 8PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.85,1.78,3.293,0.0495,J.K. Dobbins12.5Rsh LngLAC@BALMon 8PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.81,1.81,3.2761,0.0,Bryce Young7.5Rsh LngCAR@KCSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.81,1.81,3.2761,0.0,Rico Dowdle12.5Rsh LngWAS@DALSun 1PM1.81x1.81x,2024-11-21 23:46:47,NFL,Longest Rush,,,,,,
1.82,1.82,3.3124,0.0,DJ Moore19.5Rec LngCHI@MINSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.82,1.82,3.3124,0.0,J. Addison18.5Rec LngCHI@MINSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.82,1.82,3.3124,0.0,Nico Collins26.5Rec LngHOU@TENSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.82,1.82,3.3124,0.0,Noah Brown18.5Rec LngWAS@DALSun 1PM1.82x1.82x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.82,1.82,3.3124,0.0,Trey McBride18.5Rec LngSEA@ARISun 4PM1.82x1.82x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.83,1.81,3.3123,0.01414,Tyler Lockett17.5Rec LngSEA@ARISun 4PM1.83x1.81x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.8,1.84,3.312,0.02828,Keenan Allen17.5Rec LngCHI@MINSun 1PM1.8x1.84x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.84,1.8,3.312,0.02828,T. Hockenson15.5Rec LngCHI@MINSun 1PM1.84x1.8x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.86,3.3108,0.05657,M. Harrison Jr.22.5Rec LngSEA@ARISun 4PM1.78x1.86x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.82,1.81,3.2942,0.00707,CeeDee Lamb22.5Rec LngWAS@DALSun 1PM1.82x1.81x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.8,1.83,3.294,0.02121,Austin Ekeler11.5Rec LngWAS@DALSun 1PM1.8x1.83x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.83,1.8,3.294,0.02121,T. McLaurin24.5Rec LngWAS@DALSun 1PM1.83x1.8x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.8,1.83,3.294,0.02121,C. Sutton22.5Rec LngLV@DENSun 4PM1.8x1.83x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,Kareem Hunt6.5Rec LngCAR@KCSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.85,1.78,3.293,0.0495,Xavier Worthy16.5Rec LngCAR@KCSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,Noah Gray11.5Rec LngCAR@KCSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,Rome Odunze19.5Rec LngCHI@MINSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,Aaron Jones10.5Rec LngCHI@MINSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,J. Jefferson26.5Rec LngCHI@MINSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,Joe Mixon11.5Rec LngHOU@TENSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.85,1.78,3.293,0.0495,Calvin Ridley22.5Rec LngHOU@TENSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.85,1.78,3.293,0.0495,N. Westbrook-Ikhine16.5Rec LngHOU@TENSun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.85,1.78,3.293,0.0495,Tyreek Hill23.5Rec LngMIA@NESun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,Jonnu Smith17.5Rec LngMIA@NESun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.85,1.78,3.293,0.0495,K. Boutte16.5Rec LngMIA@NESun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.85,1.78,3.293,0.0495,Hunter Henry16.5Rec LngMIA@NESun 1PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,Mike Evans22.5Rec LngNYG@TBSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.78,1.85,3.293,0.0495,Cade Otton18.5Rec LngNYG@TBSun 1PM1.78x1.85x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
1.85,1.78,3.293,0.0495,Brock Bowers18.5Rec LngLV@DENSun 4PM1.85x1.78x,2024-11-21 23:46:47,NFL,Longest Reception,,,,,,
